Make,Model,Price,Year,Kilometer,Number of Owners,Engine (CC),Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Maruti Suzuki,SX4 VXi,325000,2012,118000,1,1586,4490,1735,1560,5,50
Mahindra,XUV500 W8 AWD,975000,2017,78000,1,2179,4585,1890,1785,7,70
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],825000,2019,44000,1,1462,4490,1730,1485,5,43
Tata,Hexa XT 4x2 6 STR,1050000,2017,88757,2,2179,4788,1903,1791,6,60
Audi,Q3 30 TDI Premium FWD,1970000,2017,85000,2,1968,4385,1831,1608,5,64
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4100000,2020,12136,1,1995,4526,1800,1420,5,50
Audi,A4 35 TDI Premium Sunroof,1525000,2015,49000,1,1968,4701,1826,1427,5,63
Mercedes-Benz,A-Class Sedan 200,4150000,2021,6000,1,1332,4549,1796,1446,5,43
Maruti Suzuki,Vitara Brezza ZDi Plus,725000,2017,64000,1,1248,3995,1790,1640,5,48
Toyota,Corolla Altis 1.8 G,340000,2011,109000,2,1794,4540,1760,1480,5,55
Maruti Suzuki,Baleno Delta 1.2,650000,2018,32000,1,1197,3995,1745,1500,5,37
Maruti Suzuki,Swift Lxi (O) [2014-2017],570000,2019,13000,1,1197,3850,1695,1530,5,42
Toyota,Innova 2.5 E,160000,2008,90000,4,2494,4555,1770,1755,8,55
Mahindra,Scorpio S5 2WD 7 STR,1220000,2020,35000,1,2179,4456,1820,1995,7,60
Mahindra,XUV500 W4 1.99,800000,2017,112000,1,1997,4585,1890,1785,7,70
Maruti Suzuki,Baleno Zeta 1.2 AT,660000,2017,40000,1,1197,3995,1745,1500,5,37
Honda,WR-V VX MT Petrol,575000,2017,53580,1,1199,3999,1734,1601,5,40
Mahindra,Quanto C8,240000,2013,51500,2,1493,3985,1850,1880,7,55
Honda,City V Petrol,950000,2019,22000,1,1497,4440,1695,1495,5,40
Renault,Kwid RXT [2015-2019],419000,2017,23700,1,799 ,3679,1579,1478,5,28
Maruti Suzuki,Swift DZire VXI AT,750000,2017,48069,1,1197,3995,1695,1555,5,42
Audi,A4 35 TDI Premium Plus,3400000,2019,48000,1,1968,4726,1842,1427,5,54
Skoda,Octavia Elegance 2.0 TDI AT,1160000,2015,47981,1,1968,4659,1814,1476,5,50
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,1750000,2021,26000,1,1493,4500,1790,1675,7,50
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],1575000,2020,63000,1,1493,4315,1800,1645,5,50
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2811000,2019,71500,2,2755,4795,1855,1835,7,80
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],475000,2016,16630,1,1197,3765,1660,1520,5,43
Audi,A6 35 TDI Matrix,4351000,2018,36000,1,1968,4933,1874,1455,5,75
Honda,City VX Petrol [2017-2019],850000,2017,47255,1,1497,4440,1695,1495,5,40
Mahindra,XUV500 W5 [2018-2020],1095000,2018,50000,1,2179,4585,1890,1785,7,70
BMW,5-Series 530d M Sport,7700000,2021,18703,1,2993,4963,1868,1467,5,66
Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],1925000,2022,9355,1,1497,4300,1790,1635,5,50
Renault,Kwid RXL [2015-2019],305000,2018,34800,1,799 ,3679,1579,1478,5,28
Nissan,Terrano XL D Plus,385000,2013,72000,2,1461,4331,1822,1671,5,50
Skoda,Rapid Elegance 1.6 TDI CR MT,500000,2012,86288,1,1598,4386,1699,1466,5,55
Honda,Jazz V Petrol,655000,2017,24003,1,1199,3955,1694,1544,5,40
Tata,Nexon XZ Plus Diesel,925000,2017,28000,1,1497,3994,1811,1607,5,44
Hyundai,Elite i20 Asta 1.4 CRDI,690000,2017,65000,1,1396,3985,1734,1505,5,45
Mahindra,XUV500 W11,1500000,2019,75000,1,2179,4585,1890,1785,7,70
Maruti Suzuki,Ertiga ZDi,625000,2015,45000,2,1248,4265,1695,1685,7,45
Hyundai,Verna 1.6 CRDI SX (O),844999,2018,71000,2,1582,4375,1700,1475,5,43
Honda,BR-V V CVT Petrol,745000,2018,54000,1,1497,4453,1735,1666,7,42
Mahindra,TUV300 T6 Plus AMT,650000,2015,49776,1,1493,3995,1835,1839,7,60
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],640000,2017,61000,1,1248,3995,1790,1640,5,48
Volvo,V40 D3 R-Design,2050000,2017,68000,2,1984,4370,1783,1458,5,60
Maruti Suzuki,Celerio VXi AMT,395000,2014,47884,1,998 ,3600,1600,1560,5,35
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1390000,2017,56000,1,1798,4670,1814,1476,5,50
Honda,City 1.5 V MT,365000,2010,58424,1,1497,4420,1695,1480,5,42
Hyundai,Xcent S 1.1 CRDi Special Edition,451000,2017,55000,1,1120,3995,1660,1520,5,43
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2150000,2017,45000,1,2755,4735,1830,1795,7,55
Maruti Suzuki,Ritz Ldi BS-IV,195000,2011,75000,1,1248,3715,1680,1620,5,43
Skoda,Rapid 1.6 MPI Active,880000,2018,47000,1,1598,4386,1699,1466,5,55
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1180000,2019,38000,1,1591,4370,1700,1475,5,43
Maruti Suzuki,Alto 800 Lxi,285000,2016,17000,1,796 ,3395,1490,1475,5,35
Hyundai,Verna 1.6 CRDI SX,925000,2018,925000,1,1582,4375,1700,1475,5,43
Ford,Aspire Titanium1.5 TDCi [2018-2020],675000,2019,35000,1,1498,3995,1704,1525,5,40
MINI,Cooper D 5 Door,2500000,2015,34303,2,1496,3982,1727,1425,5,44
Audi,A6 35 TDI Matrix,3675000,2019,34000,1,1968,4933,1874,1455,5,75
Hyundai,Alcazar Signature (O) 7 Seater 1.5 Diesel AT,2400000,2022,8000,1,1493,4500,1790,1675,7,50
Kia,Seltos HTK 1.5 Diesel [2020-2021],1300000,2020,27000,1,1493,4315,1800,1645,5,50
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,825000,2021,6600,1,1197,3805,1680,1520,5,37
Toyota,Innova 2.5 GX BS IV 8 STR,899000,2015,125000,3,2494,4585,1765,1760,8,55
Maruti Suzuki,Alto 800 VXi,409999,2021,13424,1,796 ,3445,1515,1475,5,35
Maruti Suzuki,Alto 800 Lxi CNG,289000,2015,78000,1,796 ,3395,1490,1475,5,35
Maruti Suzuki,Alto LXi,280000,2011,69276,1,998 ,3620,1475,1460,5,35
Hyundai,Verna SX (O) 1.6 CRDi,811999,2017,31000,1,1582,4440,1729,1475,5,45
BMW,5-Series 530d M Sport [2017-2019],5400000,2017,33000,2,2993,4936,1868,1479,4,78
Maruti Suzuki,Wagon R LXi,220000,2012,54000,1,998 ,3539,1475,1700,5,35
Volkswagen,Polo Highline1.5L (D),625000,2014,54000,1,1498,3971,1682,1469,5,45
Maruti Suzuki,Vitara Brezza ZDi,725000,2017,75000,1,1248,3995,1790,1640,5,48
BMW,X3 20d M Sport,4195000,2017,63651,1,1995,4657,1881,1678,5,67
Audi,Q3 35 TDI Premium Plus + Sunroof,1450000,2014,71796,3,1968,4385,1831,1608,5,64
Nissan,Terrano XE (D),425000,2014,74000,2,1461,4331,1822,1671,5,50
Hyundai,Eon Sportz,250000,2013,82461,1,814 ,3495,1550,1500,5,32
Maruti Suzuki,DZire VDi,800000,2018,66000,1,1248,3995,1735,1515,5,37
Mahindra,Scorpio S10,875000,2015,87000,1,2179,4456,1820,1995,8,60
Mercedes-Benz,GLA 200 d Sport,2275000,2016,61109,2,2143,4424,1804,1494,5,50
Tata,Tiago NRG Petrol,525000,2019,32000,1,1199,3793,1665,1587,5,35
Mercedes-Benz,S-Class S 450,20000000,2021,6600,1,2996,5246,1899,1494,5,80
Mahindra,Thar LX 4-STR Hard Top Petrol MT,1520000,2021,14000,1,1997,3985,1820,1844,4,57
Hyundai,i10 Magna,170000,2009,135797,2,1086,3565,1595,1550,5,35
Ford,Endeavour Titanium Plus 3.2 4x4 AT,3300000,2019,42475,1,3198,4903,1869,1837,7,80
Maruti Suzuki,Celerio ZXi AMT [2017-2019],575000,2018,27239,1,998 ,3600,1600,1560,5,35
Chevrolet,Spark LS 1.0 BS-III,190000,2013,66000,1,995 ,3495,1495,1518,5,38
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT,755000,2022,2272,1,1197,3805,1680,1520,5,37
Honda,CR-V 2.0L 2WD AT,1130000,2015,50000,1,1997,4545,1820,1685,5,58
Maruti Suzuki,Swift DZire LXI,610000,2017,38674,1,1197,3995,1695,1555,5,42
Audi,Q3 35 TDI Premium Plus + Sunroof,1875000,2016,40000,1,1968,4385,1831,1608,5,64
Maruti Suzuki,Alto 800 Lxi CNG,480000,2021,14000,1,796 ,3395,1490,1475,5,35
Renault,Kwid 1.0 RXL [2017-2019],365000,2019,32000,1,999 ,3679,1579,1478,5,28
Ford,Ecosport Titanium+ 1.5L TDCi,745000,2017,82000,1,1498,3999,1765,1708,5,52
Mercedes-Benz,B-class B180 Sports,1150000,2013,52000,2,1595,4359,2010,1557,5,50
Hyundai,Xcent SX 1.1 CRDi (O),200000,2014,56000,3,1120,3995,1660,1520,5,43
Honda,City VX CVT,775000,2016,42000,1,1497,4440,1695,1495,5,40
Hyundai,Creta SX Plus 1.6  Petrol,860000,2016,57983,1,1591,4270,1780,1630,5,60
Audi,A3 35 TFSI Premium Plus,2089999,2018,15600,1,1395,4456,1796,1416,5,50
Hyundai,Verna 1.6 CRDI SX,1100000,2019,26000,1,1582,4375,1700,1475,5,43
Maruti Suzuki,Swift DZire VDI,260000,2011,90000,2,1248,3995,1695,1555,5,42
Mercedes-Benz,E-Class E 250 CDI Avantgarde,2690000,2016,43323,2,2143,4879,1854,1474,5,80
Skoda,Octavia 2.0 TDI L&K,1400000,2020,94182,1,1968,4670,1814,1476,5,50
Hyundai,Santro Sportz [2018-2020],515000,2022,3395,1,1086,3610,1645,1560,5,35
Maruti Suzuki,Ertiga VDi,600000,2014,53213,1,1248,4265,1695,1685,7,45
Ford,Endeavour Titanium 3.2 4x4 AT,2000000,2017,93000,1,3198,4892,1860,1837,7,80
Jaguar,XE Prestige Diesel,2850000,2018,45000,1,1999,4795,1967,1416,5,56
Toyota,Fortuner 2.8 4x4 AT [2016-2020],3200000,2017,110000,1,2755,4795,1855,1835,7,80
Toyota,Corolla Altis GL Petrol,1075000,2016,70000,1,1798,4620,1775,1475,5,55
Tata,Altroz XT Petrol,575000,2020,40000,1,1199,3990,1755,1523,5,37
Volvo,XC40 D4 R-Design,3950000,2018,52000,1,1969,4425,1863,1652,5,54
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],750000,2019,6200,1,1462,4490,1730,1485,5,43
Honda,WR-V VX MT Diesel,755000,2017,75650,1,1498,3999,1734,1601,5,40
Hyundai,i10 Sportz 1.2,190000,2010,60000,3,1197,3565,1595,1550,5,35
Maruti Suzuki,Swift DZire VDI,425000,2014,89000,1,1248,3995,1695,1555,5,42
Maruti Suzuki,Alto 800 Lxi CNG,390000,2019,56000,1,796 ,3395,1490,1475,5,35
Hyundai,Verna 1.6 CRDI SX,855000,2017,57000,2,1582,4375,1700,1475,5,43
Hyundai,Eon Era +,225000,2012,56000,1,814 ,3495,1550,1500,5,32
Audi,A6 35 TDI Matrix,2425000,2016,60000,1,1968,4933,1874,1455,5,75
Mahindra,Scorpio S9 2WD 7 STR,1270000,2019,61805,1,2179,4456,1820,1995,7,60
Maruti Suzuki,Wagon R LXI CNG (O),325000,2014,58000,2,998 ,3599,1495,1700,5,35
Tata,Nexon XM,750000,2019,33000,1,1198,3994,1811,1607,5,44
Honda,City CVT,185000,2008,70000,2,1497,4390,1690,1495,5,42
Maruti Suzuki,Celerio ZXi AMT [2019-2020],450000,2014,48000,1,998 ,3695,1600,1560,5,35
MG,Hector Sharp 2.0 Diesel [2019-2020],1710000,2020,12400,1,1956,4655,1835,1760,5,60
Hyundai,Creta 1.6 SX (O),871000,2015,64000,1,1582,4270,1780,1630,5,60
Maruti Suzuki,Wagon R LXI CNG (O),625000,2021,18000,1,998 ,3599,1495,1700,5,35
Mahindra,KUV100 K6 D 6 STR [2016-2017],495000,2016,53376,1,1198,3675,1715,1655,6,35
Honda,City V Diesel,600000,2016,70000,1,1498,4440,1695,1495,5,40
Hyundai,Verna Fluidic 1.6 CRDi SX,595000,2014,65123,1,1582,4370,1700,1475,5,43
Honda,Amaze 1.2 S i-VTEC,425000,2014,58600,1,1198,3990,1680,1505,5,35
Hyundai,Venue SX (O) 1.0 Turbo iMT,1050000,2021,7500,1,998 ,3995,1770,1605,5,45
Hyundai,Creta SX 1.6 CRDi,1299000,2019,39000,1,1582,4270,1780,1665,5,55
Hyundai,i10 Magna,175000,2009,23000,1,1086,3565,1595,1550,5,35
Maruti Suzuki,XL6 Zeta MT Petrol,994999,2019,27900,1,1462,4445,1775,1700,6,45
Maruti Suzuki,Ertiga VXI CNG,1025000,2019,42000,1,1373,4296,1695,1685,7,45
Renault,Kwid 1.0 RXT [2016-2019],265000,2016,122000,1,999 ,3679,1579,1478,5,28
Maruti Suzuki,Baleno Sigma 1.2,475000,2015,48000,1,1197,3995,1745,1500,5,37
Hyundai,Elite i20 Sportz 1.2 (O),660000,2018,9000,1,1197,3985,1734,1505,5,45
Renault,Kwid 1.0 RXT AMT Opt,490000,2019,32000,1,999 ,3679,1579,1478,5,28
Toyota,Innova 2.7 GX AT 7 STR [2016-2020],1950000,2018,54000,1,2694,4735,1830,1795,7,65
Nissan,Sunny XL,315000,2012,57000,1,1498,4425,1695,1505,5,41
Mercedes-Benz,GLE 250 d,4190000,2017,90000,1,2143,4819,2141,1796,5,93
Honda,Brio S MT,341000,2016,49000,1,1198,3610,1680,1500,5,35
Maruti Suzuki,Vitara Brezza ZDi Plus,950000,2018,71000,2,1248,3995,1790,1640,5,48
Maruti Suzuki,Swift VXi,409999,2014,20000,2,1197,3850,1695,1530,5,42
Maruti Suzuki,Wagon R LXi,290000,2012,12300,1,998 ,3539,1475,1700,5,35
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1050000,2021,5000,1,1248,4490,1730,1485,5,43
Maruti Suzuki,Swift VXi,365000,2013,68000,1,1197,3850,1695,1530,5,42
Mercedes-Benz,CLA 200 D Urban Sport,3100000,2019,17000,1,2143,4630,1777,1432,5,56
Mahindra,Thar LX 4-STR Hard Top Diesel AT,1875000,2022,15000,1,2184,3985,1820,1844,4,57
Land Rover,Discovery Sport HSE Petrol 7-Seater,5100000,2019,24444,2,1999,4600,2069,1724,7,65
Ford,Ecosport Titanium 1.5 TDCi,595000,2015,43000,1,1498,3999,1765,1708,5,52
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],5200000,2020,18000,1,1950,5063,1860,1494,5,80
Land Rover,Range Rover Sport SDV6 SE,6000000,2014,82000,1,2993,4879,2073,1780,5,77
Mercedes-Benz,GLE 250 d,5775000,2019,57000,1,2143,4819,2141,1796,5,93
Mercedes-Benz,C-Class C200 Progressive,4975000,2021,2610,1,1991,4686,1810,1442,5,66
Maruti Suzuki,Ciaz VDi+ SHVS,650000,2017,92000,2,1248,4490,1730,1485,5,43
Maruti Suzuki,Ignis Zeta 1.2 AMT,521000,2017,40879,1,1197,3700,1690,1595,5,32
Ford,Ecosport Titanium 1.5L TDCi,570000,2016,80000,1,1498,3999,1765,1708,5,52
Maruti Suzuki,Ritz Ldi BS-IV,160000,2011,89000,2,1248,3715,1680,1620,5,43
Renault,Kwid 1.0 RXT [2016-2019],299000,2018,19000,1,999 ,3679,1579,1478,5,28
Skoda,Rapid Ambition 1.6 TDI CR MT,350000,2012,130000,1,1598,4386,1699,1466,5,55
Maruti Suzuki,Swift DZire VDI,575000,2017,35000,1,1248,3995,1695,1555,5,42
Honda,Brio VX AT,335000,2013,64418,2,1198,3610,1680,1500,5,35
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],480000,2019,10265,1,1197,3765,1660,1520,5,43
Maruti Suzuki,Wagon R LXi 1.0 CNG,675000,2021,15000,1,998 ,3655,1620,1675,5,60
Ford,Fiesta Titanium Diesel,350000,2012,85000,1,1498,4320,1764,1486,5,40
Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,2,2143,4424,1804,1494,5,50
Maruti Suzuki,Wagon R LXi CNG,260000,2013,89000,1,998 ,3539,1475,1700,5,35
Maruti Suzuki,Wagon R LXI CNG,400000,2017,43000,1,998 ,3599,1495,1700,5,35
Toyota,Fortuner 2.8 4x4 AT [2016-2020],2750000,2017,219000,2,2755,4795,1855,1835,7,80
Toyota,Innova 2.0 G1 BS-IV,555000,2010,261236,1,1998,4555,1770,1755,8,55
Maruti Suzuki,Vitara Brezza ZDi Plus,790000,2017,50000,1,1248,3995,1790,1640,5,48
Maruti Suzuki,Alto 800 Std,180000,2014,48000,3,796 ,3395,1490,1475,5,35
Hyundai,Xcent SX 1.1 CRDi,551000,2019,39000,1,1120,3995,1660,1520,5,43
Maruti Suzuki,Vitara Brezza VDi,860000,2018,33030,1,1248,3995,1790,1640,5,48
Honda,City 1.5 E MT,375000,2013,86000,2,1497,4440,1695,1485,5,42
Maruti Suzuki,Ciaz Alpha 1.4 AT,725000,2017,55000,1,1373,4490,1730,1485,5,43
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],400000,2017,35000,1,1197,3765,1660,1520,5,43
Jeep,Compass Limited (O) 1.4 Petrol DCT,2275000,2022,2000,1,1368,4405,1818,1640,5,60
Jeep,Compass Limited 2.0 Diesel [2017-2020],1250000,2018,90000,1,1956,4395,1818,1640,5,60
Honda,City 1.5 S MT,499000,2012,96506,2,1497,4440,1695,1485,5,42
Volkswagen,Vento Highline Petrol AT,399000,2014,88000,1,1598,4384,1699,1466,5,55
Mercedes-Benz,E-Class 280 CDI Elegance,335000,2008,140987,2,2987,4818,1822,1420,5,80
Maruti Suzuki,Swift DZire VXI,450000,2015,52000,1,1197,3995,1695,1555,5,42
Maruti Suzuki,Celerio VXi AMT,409999,2015,54443,1,998 ,3600,1600,1560,5,35
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],6100000,2020,9500,1,1950,5063,1860,1494,5,80
Audi,A4 30 TFSI Technology Pack,3000000,2017,42000,1,1395,4726,1842,1427,5,54
Datsun,Redigo T(O) 1.0,250000,2018,25000,2,999 ,3429,1560,1541,5,28
BMW,X3 xDrive 20d Luxury Line [2018-2020],6200000,2021,39000,1,1995,4657,1881,1678,5,67
Maruti Suzuki,Swift VDi,590000,2014,86000,1,1248,3850,1695,1530,5,42
MINI,Countryman Cooper D,1300000,2013,50300,2,1995,4097,1789,1561,5,47
Mahindra,XUV500 W11 (O) AT,1639999,2018,43000,1,2179,4585,1890,1785,7,70
Mahindra,XUV500 W8,740000,2013,83555,1,2179,4585,1890,1785,7,70
Ford,Ecosport Titanium 1.5 TDCi,530000,2013,75000,1,1498,3999,1765,1708,5,52
Hyundai,Creta SX (O) 1.5 Diesel Automatic,1989999,2022,5800,1,1493,4300,1790,1635,5,50
Toyota,Fortuner 2.8 4x2 MT [2016-2020],3250000,2018,173000,1,2755,4795,1855,1835,7,80
Kia,Seltos GTX Plus AT 1.4 [2019-2020],1975000,2021,7000,1,1353,4315,1800,1645,5,50
Mahindra,XUV500 W10 AWD,735000,2015,121000,1,2179,4585,1890,1785,7,70
Tata,Safari 2.2 EX 4x2,425000,2013,96000,1,2179,4655,1965,1922,7,55
Toyota,Etios Liva G,315000,2011,38091,1,1197,3775,1695,1510,5,45
Hyundai,Eon Sportz,275000,2013,34000,1,814 ,3495,1550,1500,5,32
Honda,City SV Diesel,750000,2018,75000,1,1498,4440,1695,1495,5,40
Toyota,Etios VXD,465000,2014,82000,1,1364,4265,1695,1510,5,45
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],1325000,2021,20000,1,998 ,3995,1790,1647,5,45
Maruti Suzuki,Swift DZire VDI,175000,2008,65000,2,1248,3995,1695,1555,5,42
Mercedes-Benz,E-Class E200,950000,2011,65000,2,1991,4879,1854,1474,5,80
Maruti Suzuki,Swift DZire VDI,275000,2011,65000,1,1248,3995,1695,1555,5,42
Maruti Suzuki,Wagon R LXi,265000,2011,41000,2,998 ,3539,1475,1700,5,35
Toyota,Fortuner 3.0 MT,1000000,2010,127000,3,2982,4695,1840,1850,7,80
Honda,City V,730000,2016,51834,2,1497,4440,1695,1495,5,40
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],1495000,2018,28000,1,1368,4395,1818,1640,5,60
Mercedes-Benz,B-class B180,1150000,2014,39000,2,1595,4359,2010,1557,5,50
Honda,City SV CVT,590000,2015,116592,1,1497,4440,1695,1495,5,40
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2450000,2014,80000,1,2143,4686,1810,1442,5,66
Chevrolet,Sail Sedan 1.2 LS,299000,2014,32000,1,1199,4249,1690,1503,5,42
Mercedes-Benz,C-Class C 220 CDI Avantgarde,2850000,2016,21200,1,2143,4686,1810,1442,5,66
Mahindra,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,2765000,2022,75,1,1997,4695,1890,1755,7,60
Maruti Suzuki,Wagon R LXI CNG (O),365000,2014,75693,2,998 ,3599,1495,1700,5,35
Maruti Suzuki,Vitara Brezza ZDi,850000,2018,85000,1,1248,3995,1790,1640,5,48
Honda,City V,480000,2015,49000,1,1497,4440,1695,1495,5,40
Hyundai,Grand i10 Asta 1.1 CRDi [2013-2016],345000,2016,71000,2,1120,3765,1660,1520,5,43
Mercedes-Benz,GLS 400 4MATIC,5950000,2017,80000,1,2996,5130,1934,1850,5,100
Hyundai,Creta SX Plus 1.6  Petrol,891000,2016,47000,1,1591,4270,1780,1630,5,60
Maruti Suzuki,Vitara Brezza VXi,925000,2021,48000,1,1462,3995,1790,1640,5,48
Hyundai,i20 Sportz 1.4 CRDI,409999,2014,68000,1,1396,3940,1710,1505,5,45
Maruti Suzuki,Ritz Vxi (ABS) BS-IV,245000,2014,79000,2,1197,3775,1680,1620,5,43
Mahindra,XUV500 W8 [2015-2017],850000,2016,90300,1,2179,4585,1890,1785,7,70
Hyundai,Eon D-Lite +,275000,2014,83000,2,814 ,3495,1550,1500,5,32
Ford,Figo Duratec Petrol ZXI 1.2,240000,2013,73000,1,1196,3795,1680,1427,5,45
BMW,5-Series 520d Luxury Line [2017-2019],4290000,2018,60474,1,1995,4936,1868,1479,5,65
